cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,3058.593276751884,0.6730769230769231,0.32228360957642727,0.43586550435865506
2.0,1895.3335212691647,0.768,0.5303867403314917,0.6274509803921569
3.0,1568.6123629948092,0.8384030418250951,0.8121546961325967,0.8250701590271282
4.0,1018.0416554167612,0.864244741873805,0.8324125230202578,0.8480300187617261
5.0,769.2512229318552,0.8629629629629629,0.858195211786372,0.8605724838411819
6.0,660.0843102385429,0.8738404452690167,0.8674033149171271,0.8706099815157118
7.0,572.9901664988017,0.8636363636363636,0.8747697974217311,0.869167429094236
8.0,528.8680094117692,0.8652094717668488,0.8747697974217311,0.86996336996337
9.0,484.2615641237315,0.8677536231884058,0.8821362799263351,0.8748858447488584
10.0,453.0418330441673,0.868231046931408,0.8858195211786372,0.8769371011850502
11.0,425.2309323702075,0.8644688644688645,0.8692449355432781,0.8668503213957759
12.0,417.26176719284996,0.8677536231884058,0.8821362799263351,0.8748858447488584
13.0,392.1070794440953,0.8733944954128441,0.8766114180478821,0.875
14.0,386.7742613510105,0.8713768115942029,0.8858195211786372,0.8785388127853881
15.0,373.8215477965222,0.8679927667269439,0.8839779005524862,0.8759124087591241
16.0,358.695612080655,0.8770343580470162,0.8931860036832413,0.885036496350365
17.0,350.39290378699104,0.8763636363636363,0.8876611418047882,0.8819762122598354
18.0,344.57052769564746,0.8856088560885609,0.8839779005524862,0.8847926267281107
19.0,332.30821941583395,0.8765880217785844,0.8895027624309392,0.882998171846435
20.0,321.94427583730703,0.8870370370370371,0.8821362799263351,0.8845798707294552
21.0,317.72823610943817,0.8816029143897997,0.8913443830570903,0.8864468864468864
22.0,308.90681840788886,0.8884758364312267,0.8802946593001841,0.8843663274745606
23.0,305.47560144103556,0.8784530386740331,0.8784530386740331,0.8784530386740331
24.0,303.4526144521502,0.8822463768115942,0.8968692449355433,0.8894977168949773
25.0,301.57628171534236,0.8781818181818182,0.8895027624309392,0.8838060384263494
26.0,290.7328528224832,0.8761384335154827,0.8858195211786372,0.8809523809523808
27.0,281.66776430953695,0.8819188191881919,0.8802946593001841,0.8811059907834101
28.0,287.6035403161055,0.8907407407407407,0.8858195211786372,0.8882733148661126
29.0,277.6030070667603,0.8768382352941176,0.8784530386740331,0.8776448942042318
