"unsure","Guinea","Santo Espiri# y de","villa Clara","la Habana y de","Pipiceu","Paceraras","Cumanayagua","Villa Clara","Trinidad","Camarones","este partido","este partido de la propiedad de","Africa","esta Isla","rio","villa libre,","Cartagena","Santo Principe","Camanaygua","Guanalacoa"
849,62,1,1,1,1,1,3,11,19,7,2,1,14,1,1,1,1,2,2,1
