cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,2675.085687417897,61.50943396226415,40.95477386934673,49.170437405731526
2.0,1035.6545710367386,74.38423645320196,75.87939698492463,75.12437810945272
3.0,571.658682150847,76.51331719128329,79.39698492462311,77.92848335388408
4.0,398.0003545303176,78.50241545893721,81.65829145728644,80.04926108374384
5.0,329.4470923025698,78.34549878345499,80.90452261306532,79.6044499381953
6.0,272.9971498643074,78.88349514563106,81.65829145728644,80.24691358024691
7.0,242.61020945307578,79.36117936117935,81.15577889447236,80.24844720496894
8.0,215.18995311428688,78.39805825242718,81.15577889447236,79.75308641975309
9.0,197.91064315755835,78.80299251870323,79.39698492462311,79.09887359199
10.0,170.11780668473543,78.2716049382716,79.64824120603015,78.95392278953923
11.0,159.06863320468779,77.14987714987716,78.89447236180904,78.01242236024845
12.0,152.1093276920225,78.72860635696821,80.90452261306532,79.80173482032217
