id,type,principal,date,location id,cleric
15834-1116-2-E2,birth,15834-P01136,1732-08-10/1732-10-03,,
15834-1117-1-E1,baptism,15834-P01142,1732-10-03,15834-L1,15834-P01141
15834-1117-1-E2,birth,15834-P01142,1732-09-25,,
15834-1117-2-E1,baptism,15834-P01152,1732-10-10,15834-L1,15834-P01151
15834-1117-2-E2,birth,15834-P01152,1732-05-15,,
15834-1118-1-E1,baptism,15834-P01154,1732-10-10/1732-10-18,15834-L1,15834-P04300
15834-1118-2-E1,baptism,15834-P01159,1732-10-18,15834-L1,15834-P04300
15834-1118-2-E2,birth,15834-P01159,1732-10-14,,
15834-1118-3-E1,baptism,15834-P01160,1732-11-16,15834-L1,15834-P04300
15834-1118-3-E2,birth,15834-P01160,1732-11-09,,
15834-1119-1-E1,baptism,15834-P01170,1732-11-30/1732-11-30,15834-L1,15834-P01171
15834-1119-2-E1,baptism,15834-P01172,1732-11-16/1732-12-28,15834-L1,15834-P01179
15834-1119-3-E1,baptism,15834-P01180,1732-11-16/1732-12-28,15834-L1,
15834-1120-1-E1,baptism,15834-P01188,1732-12-10/1732-12-10,15834-L1,15834-P01187
15834-1120-2-E1,baptism,15834-P01189,1732-11-25/1732-12-25,15834-L1,15834-P01197
15834-1120-2-E2,birth,15834-P01189,1732-11-16/1732-12-28,,
15834-1120-3-E1,baptism,15834-P01198,1732-12-28,15834-L1,15834-P01199
15834-1121-1-E1,baptism,15834-P01200,1732-12-28/1733-01-25,15834-L1,15834-P01204
15834-1121-2-E1,baptism,15834-P01210,1733-01-25,15834-L1,15834-P01209
15834-1122-1-E1,baptism,15834-P01217,1733-03-01/1733-03-23,15834-L1,15834-P04300
15834-1122-1-E2,birth,15834-P01217,1733-02-24,,
15834-1122-2-E1,baptism,15834-P01218,1733-03-23,15834-L1,15834-P04300
15834-1123-1-E1,baptism,15834-P01224,1733-04-06/1733-04-06,15834-L1,15834-P04300
15834-1123-2-E1,baptism,15834-P01225,1733-04-06,15834-L1,15834-P04300
15834-1123-3-E1,baptism,15834-P01232,1733-04-12,15834-L1,15834-P04300
15834-1123-4-E1,baptism,15834-P01234,1733-04-12,15834-L1,15834-P04300
15834-1124-1-E1,baptism,15834-P01238,1733-04-19,15834-L1,15834-P04300
15834-1124-1-E2,birth,15834-P01238,1733-03-28/1733-04-19,,
15834-1124-2-E1,baptism,15834-P01242,1733-04-19,15834-L1,15834-P04300
15834-1124-3-E1,baptism,15834-P01243,1733-04-08,15834-L1,15834-P04300
15834-1125-1-E1,baptism,15834-P01252,1733-05-02,15834-L1,15834-P04300
15834-1125-2-E1,baptism,15834-P01256,1733-05-03,15834-L1,15834-P04300
15834-1125-3-E1,baptism,15834-P01262,1733-05-06,15834-L1,15834-P04300
15834-1125-3-E2,birth,15834-P01262,1733-05-04,,
15834-1126-1-E1,baptism,15834-P01265,1733-05-17,15834-L1,15834-P04300
15834-1126-2-E1,baptism,15834-P01267,1733-05-31,15834-L1,15834-P04300
15834-1126-3-E1,baptism,15834-P01268,1733-05-31,15834-L1,15834-P04300
15834-1127-1-E1,baptism,15834-P01275,1733-05-31,15834-L1,15834-P04300
15834-1127-2-E1,baptism,15834-P01277,1733-05-31,15834-L1,15834-P04300
15834-1127-3-E1,baptism,15834-P01278,1733-06-14,15834-L1,15834-P04298
15834-1128-1-E1,baptism,15834-P01282,1733-06-21,15834-L1,15834-P04300
15834-1128-2-E1,baptism,15834-P01287,1733-06-21,15834-L1,15834-P04300
15834-1128-3-E1,baptism,15834-P01289,1733-06-21,15834-L1,15834-P04300
15834-1128-4-E1,baptism,15834-P01292,1733-06-21,15834-L1,15834-P04300
15834-1129-1-E1,baptism,15834-P01298,1733-06-21/1733-07-18,15834-L1,15834-P04300
15834-1129-2-E1,baptism,15834-P01302,1733-07-18,15834-L1,15834-P04300
15834-1129-2-E2,birth,15834-P01302,1733-07-05,,
15834-1130-1-E1,baptism,15834-P01308,1733-07-23,15834-L1,15834-P04300
15834-1130-1-E2,birth,15834-P01308,1733-07-20,,
15834-1130-2-E1,baptism,15834-P01311,1733-07-26,15834-L1,15834-P04300
15834-1130-3-E1,baptism,15834-P01315,1733-08-03,15834-L1,15834-P04300
15834-1130-3-E2,birth,15834-P01315,1733-07-27,,
15834-1131-1-E1,baptism,15834-P01318,1733-08-30,15834-L1,15834-P04300
15834-1131-2-E1,baptism,15834-P01320,1733-09-20,15834-L1,15834-P04300
15834-1132-1-E1,baptism,15834-P01325,1733-09-27,15834-L1,15834-P01324
15834-1132-2-E1,baptism,15834-P01330,1733-09-27,15834-L1,15834-P01329
15834-1132-3-E1,baptism,15834-P01335,1733-09-29,15834-L1,15834-P01334
15834-1133-1-E1,baptism,15834-P01337,1733-09-29/1733-11-04,15834-L1,15834-P04300
15834-1133-2-E1,baptism,15834-P01340,1733-11-04,15834-L1,15834-P04300
15834-1133-2-E2,birth,15834-P01340,1733-11-02,,
15834-1133-3-E1,baptism,15834-P01344,1733-11-08,15834-L1,15834-P04300
15834-1133-3-E2,birth,15834-P01344,1733-10-30,,
15834-1134-1-E1,baptism,15834-P01345,1733-11-08/1733-11-29,15834-L1,15834-P04300
15834-1134-2-E1,baptism,15834-P01347,1733-11-29,15834-L1,15834-P04300
15834-1134-3-E1,baptism,15834-P01353,1733-12-13,15834-L1,15834-P04300
15834-1134-3-E2,birth,15834-P01353,1733-12-04,,
15834-1135-1-E1,baptism,15834-P01357,1733-12-24/1733-12-24,15834-L1,15834-P04300
15834-1135-1-E2,birth,15834-P01357,1733-12-17/1733-12-17,,
15834-1135-2-E1,baptism,15834-P01362,1733-12-26,15834-L1,15834-P04300
15834-1135-2-E2,birth,15834-P01362,1733-12-19,,
15834-1135-3-E1,baptism,15834-P01368,1734-01-19,15834-L1,15834-P04300
15834-1136-1-E1,baptism,15834-P01373,1734-01-19/1734-02-01,15834-L1,15834-P04300
15834-1136-1-E2,birth,15834-P01373,1734-02-14/1733-01-14,,
15834-1136-2-E1,baptism,15834-P01378,1734-02-01,15834-L1,15834-P04300
15834-1136-2-E2,birth,15834-P01378,1734-01-22,,
15834-1136-3-E1,baptism,15834-P01383,1734-02-01,15834-L1,15834-P04300
15834-1136-3-E2,birth,15834-P01383,1734-01-20,,
15834-1137-1-E1,baptism,15834-P01390,1734-02-01/1734-03-01,15834-L1,15834-P04300
15834-1137-1-E2,birth,15834-P01390,1734-02-01/1734-02-01,,
15834-1137-2-E1,baptism,15834-P01391,1734-02-26,15834-L1,15834-P01397
15834-1137-2-E2,birth,15834-P01391,1734-02-20,,
15834-1137-3-E1,baptism,15834-P01404,1734-02-28,15834-L1,15834-P01403
15834-1137-3-E2,birth,15834-P01404,1734-02-22,,
15834-1138-1-E1,baptism,15834-P01405,1734-02-28/1734-03-23,15834-L1,15834-P01408
15834-1138-2-E1,baptism,15834-P01415,1734-03-23,15834-L1,15834-P01414
15834-1138-2-E2,birth,15834-P01415,1734-03-20,,
15834-1138-3-E1,baptism,15834-P01416,1734-03-26,15834-L1,15834-P01420
15834-1139-1-E1,baptism,15834-P01425,1734-03-28,15834-L1,15834-P01424
15834-1139-2-E1,baptism,15834-P01430,1734-04-04,15834-L1,15834-P01429
15834-1139-3-E1,baptism,15834-P01434,1734-04-11,15834-L1,15834-P01433
15834-1140-1-E1,baptism,15834-P01438,1734-04-11,15834-L1,15834-P01437
15834-1140-2-E1,baptism,15834-P01442,1734-04-11,15834-L1,15834-P01441
15834-1140-3-E1,baptism,15834-P01446,1734-04-11,15834-L1,15834-P01445
15834-1141-1-E1,baptism,15834-P01453,1734-04-24,15834-L1,15834-P04300
15834-1141-1-E2,birth,15834-P01453,1734-04-23,,
15834-1141-2-E1,baptism,15834-P01455,1734-05-03,15834-L1,15834-P04300
15834-1141-3-E1,baptism,15834-P01456,1734-05-03,15834-L1,15834-P04300
15834-1142-1-E1,baptism,15834-P01462,1734-05-23,15834-L1,15834-P04300
15834-1142-1-E2,birth,15834-P01462,1734-05-14/1734-05-14,,
15834-1142-2-E1,baptism,15834-P01466,1734-05-29,15834-L1,15834-P04300
15834-1142-2-E2,birth,15834-P01466,1734-05-18,,
15834-1142-3-E1,baptism,15834-P01468,1734-07-04,15834-L1,15834-P04300
15834-1143-1-E1,baptism,15834-P01472,1734-07-01/1734-08-01,15834-L1,15834-P04300
15834-1143-1-E2,birth,15834-P01472,1734-07-05/1734-07-05,,
15834-1143-2-E1,baptism,15834-P01473,1734-07-26,15834-L1,15834-P04300
15834-1143-3-E1,baptism,15834-P01480,1734-08-01,15834-L1,15834-P04300
15834-1143-3-E2,birth,15834-P01480,1734-07-25,,
15834-1144-1-E1,baptism,15834-P01484,1734-08-01/1734-08-29,15834-L1,15834-P04300
15834-1144-2-E1,baptism,15834-P01489,1734-08-29,15834-L1,15834-P04300
15834-1144-2-E2,birth,15834-P01489,1734-08-22,,
15834-1144-3-E1,baptism,15834-P01491,1734-08-29,15834-L1,15834-P04300
15834-1145-1-E1,baptism,15834-P01493,1734-08-29,15834-L1,15834-P04300
15834-1145-2-E1,baptism,15834-P01497,1734-08-29,15834-L1,15834-P04300
15834-1145-2-E2,birth,15834-P01497,1734-08-20,,
15834-1145-3-E1,baptism,15834-P01500,1734-08-20,15834-L1,15834-P04300
15834-1145-4-E1,baptism,15834-P01504,1734-10-01/1734-11-01,15834-L1,15834-P01505
15834-1145-4-E2,birth,15834-P01504,1734-09-02/1734-10-02,,
15834-1146-1-E1,baptism,15834-P01510,1734-08-29/1734-10-06,15834-L1,15834-P01509
15834-1146-2-E1,baptism,15834-P01515,1734-10-06,15834-L1,15834-P01516
15834-1146-2-E2,birth,15834-P01515,1734-10-01,,
15834-1146-3-E1,baptism,15834-P01522,1734-10-12,15834-L1,15834-P01521
15834-1146-3-E2,birth,15834-P01522,1734-10-03,,
15834-1147-1-E1,baptism,15834-P01529,1734-10-20,15834-L1,15834-P01528
15834-1147-1-E2,birth,15834-P01529,1734-10-12/1734-10-12,,
15834-1147-2-E1,baptism,15834-P01530,1734-10-24,15834-L1,15834-P01537
15834-1147-2-E2,birth,15834-P01530,1734-10-18,,
15834-1148-1-E1,baptism,15834-P01544,1734-10-25,15834-L1,15834-P01543
15834-1148-1-E2,birth,15834-P01544,1734-11-20/1733-10-20,,
15834-1148-2-E1,baptism,15834-P01545,1734-11-07,15834-L1,15834-P01551
15834-1148-2-E2,birth,15834-P01545,1734-11-01,,
15834-1148-3-E1,baptism,15834-P01556,1734-11-27,15834-L1,15834-P04300
15834-1148-3-E2,birth,15834-P01556,1734-11-20,,
15834-1149-1-E1,baptism,15834-P01560,1734-12-13,15834-L1,15834-P04300
15834-1149-1-E2,birth,15834-P01560,1734-12-08/1734-12-08,,
15834-1149-2-E1,baptism,15834-P01567,1734-12-21,15834-L1,15834-P01566
15834-1149-2-E2,birth,15834-P01567,1734-11-18,,
15834-1149-3-E1,baptism,15834-P01571,1734-12-31,15834-L1,15834-P04300
15834-1149-3-E2,birth,15834-P01571,1734-12-18,,
15834-1150-1-E1,baptism,15834-P01575,1735-01-01/1735-01-17,15834-L1,15834-P04300
15834-1150-1-E2,birth,15834-P01575,1734-12-20/1735-12-20,,
15834-1150-2-E1,baptism,15834-P01577,1735-01-17,15834-L1,15834-P04300
15834-1150-3-E1,baptism,15834-P01583,1735-01-27,15834-L1,15834-P04300
15834-1150-3-E2,birth,15834-P01583,1735-01-14,,
15834-1151-1-E1,baptism,15834-P01591,1735-01-27/1735-12-09,15834-L1,15834-P01590
15834-1151-2-E1,baptism,15834-P01594,1735-12-09,15834-L1,15834-P01595
15834-1151-2-E2,birth,15834-P01594,1735-11-16,,
15834-1152-1-E1,baptism,15834-P01601,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1152-2-E1,baptism,15834-P01603,1735-04-11,15834-L1,15834-P04300
15834-1152-3-E1,baptism,15834-P01605,1735-05-03,15834-L1,15834-P04300
15834-1153-1-E1,baptism,15834-P01608,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1153-2-E1,baptism,15834-P01609,1735-05-12,15834-L1,15834-P04300
15834-1153-2-E2,birth,15834-P01609,1735-11-10,,
15834-1153-3-E1,baptism,15834-P01615,1735-05-29,15834-L1,15834-P04300
15834-1154-1-E1,baptism,15834-P01616,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1154-2-E1,baptism,15834-P01624,1735-05-31,15834-L1,15834-P04300
15834-1154-3-E1,baptism,15834-P01627,1735-06-19,15834-L1,15834-P04300
15834-1154-3-E2,birth,15834-P01627,1735-05-04,,
15834-1155-1-E1,baptism,15834-P01631,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1155-1-E2,birth,15834-P01631,1735-06-23,,
15834-1155-2-E1,baptism,15834-P01632,1735-07-26,15834-L1,15834-P04300
15834-1155-3-E1,baptism,15834-P01639,1735-07-16,15834-L1,15834-P04300
15834-1155-3-E2,birth,15834-P01639,1735-11-10,,
15834-1156-1-E1,baptism,15834-P01641,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1156-2-E1,baptism,15834-P01644,1735-08-25,15834-L1,15834-P04300
15834-1156-2-E2,birth,15834-P01644,1735-11-20,,
15834-1156-3-E1,baptism,15834-P01646,1735-09-02,15834-L1,15834-P04300
15834-1157-1-E1,baptism,15834-P01656,1735-09-23,15834-L1,15834-P04300
15834-1157-1-E2,birth,15834-P01656,1735-09-23,,
15834-1157-2-E1,baptism,15834-P01661,1735-10-15,15834-L1,15834-P04300
15834-1157-2-E2,birth,15834-P01661,1735-11-10,,
15834-1157-3-E1,baptism,15834-P01665,1735-10-21,15834-L1,15834-P04300
15834-1157-3-E2,birth,15834-P01665,1735-11-11,,
15834-1158-1-E1,baptism,15834-P01666,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1158-2-E1,baptism,15834-P01671,1735-11-30,15834-L1,15834-P04300
15834-1158-3-E1,baptism,15834-P01675,1735-12-04,15834-L1,15834-P04300
15834-1158-3-E2,birth,15834-P01675,1735-11-27,,
15834-1159-1-E1,baptism,15834-P01677,1735-12-09/1735-12-17,15834-L1,15834-P04300
15834-1159-2-E1,baptism,15834-P01680,1735-12-17,15834-L1,15834-P04300
15834-1159-3-E1,baptism,15834-P01682,1735-12-17,15834-L1,15834-P04300
15834-1160-1-E1,baptism,15834-P01684,1735-12-17/1735-12-29,15834-L1,15834-P04300
15834-1160-2-E1,baptism,15834-P01686,1735-12-29,15834-L1,15834-P04300
15834-1160-3-E1,baptism,15834-P01687,1736-01-01,15834-L1,15834-P04300
15834-1160-3-E2,birth,15834-P01687,1735-12-27,,
15834-1161-1-E1,baptism,15834-P01692,1736-01-01/1736-04-01,15834-L1,15834-P04300
15834-1161-1-E2,birth,15834-P01692,1736-01-20/1736-03-20,,
15834-1161-2-E1,baptism,15834-P01700,1736-02-01/1736-03-01,15834-L1,15834-P04300
15834-1161-2-E2,birth,15834-P01700,1736-01-08/1736-03-08,,
15834-1161-3-E1,baptism,15834-P01701,1736-01-01/1736-04-01,15834-L1,
15834-1162-1-E1,baptism,15834-P01713,1736-01-01/1736-04-01,15834-L1,
15834-1162-2-E1,baptism,15834-P01715,1736-04-01,15834-L1,15834-P04300
15834-1163-1-E1,baptism,15834-P01717,1736-04-01/1736-04-03,15834-L1,15834-P04300
15834-1163-2-E1,baptism,15834-P01723,1736-04-03,15834-L1,15834-P04300
15834-1163-3-E1,baptism,15834-P01728,1736-04-10,15834-L1,15834-P04300
15834-1163-3-E2,birth,15834-P01728,1736-04-03,,
15834-1163-4-E1,baptism,15834-P01730,1736-04-29,15834-L1,15834-P04300
15834-1164-1-E1,baptism,15834-P01733,1736-04-29/1736-05-13,15834-L1,15834-P04300
15834-1164-2-E1,baptism,15834-P01738,1736-05-13,15834-L1,15834-P04300
15834-1164-2-E2,birth,15834-P01738,1736-05-04,,
15834-1164-3-E1,baptism,15834-P01742,1736-05-21,15834-L1,15834-P04300
15834-1164-3-E2,birth,15834-P01742,1736-05-12,,
15834-1165-1-E1,baptism,15834-P01744,1736-05-21/1736-06-01,15834-L1,15834-P04300
15834-1165-2-E1,baptism,15834-P01748,1736-06-01,15834-L1,15834-P04300
15834-1165-2-E2,birth,15834-P01748,1736-05-27,,
15834-1165-3-E1,baptism,15834-P01750,1736-06-13,15834-L1,15834-P04300
15834-1165-4-E1,baptism,15834-P01755,1736-08-07,15834-L1,15834-P04300
15834-1165-4-E2,birth,15834-P01755,1736-08-01,,
15834-1166-1-E1,baptism,15834-P01763,1736-08-07/1736-08-29,15834-L1,15834-P04300
15834-1166-2-E1,baptism,15834-P01764,1736-06-18,15834-L1,15834-P04300
15834-1166-2-E2,birth,15834-P01764,1736-07-13,,
15834-1166-3-E1,baptism,15834-P01772,1736-06-19,15834-L1,15834-P04300
15834-1166-3-E2,birth,15834-P01772,1736-08-07,,
15834-1167-1-E1,baptism,15834-P01774,1736-08-07/1736-08-29,15834-L1,15834-P04300
15834-1167-2-E1,baptism,15834-P01780,1736-08-29,15834-L1,15834-P04300
15834-1167-2-E2,birth,15834-P01780,1736-08-19,,
15834-1167-3-E1,baptism,15834-P01784,1736-09-16,15834-L1,15834-P04300
15834-1167-3-E2,birth,15834-P01784,1736-09-14,,
15834-1168-1-E1,baptism,15834-P01791,1736-09-16/1736-10-03,15834-L1,15834-P04300
15834-1168-2-E1,baptism,15834-P01795,1736-10-03,15834-L1,15834-P04300
15834-1168-2-E2,birth,15834-P01795,1736-09-25,,
15834-1168-3-E1,baptism,15834-P01800,1736-10-10,15834-L1,15834-P04300
15834-1168-3-E2,birth,15834-P01800,1736-09-30,,
15834-1169-1-E1,baptism,15834-P01803,1736-10-10/1736-12-06,15834-L1,15834-P04300
15834-1169-2-E1,baptism,15834-P01811,1736-10-10/1736-12-06,15834-L1,15834-P04300
15834-1169-3-E1,baptism,15834-P01816,1736-10-10/1736-12-06,15834-L1,15834-P04300
15834-1170-1-E1,baptism,15834-P01823,1736-10-10/1736-12-06,15834-L1,15834-P04300
15834-1170-2-E1,baptism,15834-P01829,1736-12-06,15834-L1,15834-P04300
15834-1170-2-E2,birth,15834-P01829,1736-11-28,,
15834-1170-3-E1,baptism,15834-P01830,1736-12-09,15834-L1,15834-P04300
15834-1171-1-E1,baptism,15834-P01833,1736-12-09/1737-01-27,15834-L1,15834-P04300
15834-1171-2-E1,baptism,15834-P01839,1737-01-27,15834-L1,15834-P04300
15834-1171-3-E1,baptism,15834-P01844,1737-02-15,15834-L1,15834-P04300
15834-1171-3-E2,birth,15834-P01844,1737-02-02,,
15834-1172-1-E1,baptism,15834-P01849,1737-02-15/1737-03-31,15834-L1,15834-P04300
15834-1172-2-E1,baptism,15834-P01853,1737-03-31,15834-L1,15834-P04300
15834-1172-3-E1,baptism,15834-P01854,1737-04-14,15834-L1,15834-P04300
15834-1172-3-E2,birth,15834-P01854,1737-04-06,,
15834-1173-1-E1,baptism,15834-P01866,1737-04-14/1737-05-05,15834-L1,15834-P04300
15834-1173-2-E1,baptism,15834-P01867,1737-05-05,15834-L1,15834-P04300
15834-1173-2-E2,birth,15834-P01867,1737-05-01,,
15834-1173-3-E1,baptism,15834-P01876,1737-05-22,15834-L1,15834-P04300
15834-1173-3-E2,birth,15834-P01876,1737-05-15,,
15834-1174-1-E1,baptism,15834-P01877,1737-05-22/1737-06-23,15834-L1,15834-P04300
15834-1174-2-E1,baptism,15834-P01884,1737-06-23,15834-L1,15834-P04300
15834-1174-2-E2,birth,15834-P01884,1737-06-03,,
15834-1174-3-E1,baptism,15834-P01890,1737-07-14,15834-L1,15834-P04300
15834-1175-1-E1,baptism,15834-P01896,1737-08-10/1736-08-10,15834-L1,15834-P04300
15834-1175-2-E1,baptism,15834-P01904,1737-09-08,15834-L1,15834-P04300
15834-1175-2-E2,birth,15834-P01904,1737-09-03,,
15834-1175-3-E1,baptism,15834-P01908,1737-09-21,15834-L1,15834-P04300
15834-1175-3-E2,birth,15834-P01908,1737-09-09,,
15834-1176-1-E1,baptism,15834-P01912,1737-09-21/1738-02-02,15834-L1,15834-P04300
15834-1176-2-E1,baptism,15834-P01916,1738-02-02,15834-L1,15834-P04300
15834-1176-2-E2,birth,15834-P01916,1738-01-24,,
15834-1176-3-E1,baptism,15834-P01921,1738-02-10,15834-L1,15834-P04300
15834-1176-3-E2,birth,15834-P01921,1738-01-30,,
15834-1177-1-E1,baptism,15834-P01925,1738-03-08/1738-06-08,15834-L1,15834-P04300
15834-1177-2-E1,baptism,15834-P01931,1738-04-01/1738-05-01,15834-L1,15834-P04300
15834-1177-3-E1,baptism,15834-P01936,1738-06-08,15834-L1,15834-P04300
15834-1177-3-E2,birth,15834-P01936,1738-05-30,,
15834-1177-4-E1,baptism,15834-P01941,1738-06-21,15834-L1,15834-P04300
15834-1177-4-E2,birth,15834-P01941,1738-06-13,,
15834-1178-1-E1,baptism,15834-P01949,1738-06-21/1738-07-09,15834-L1,15834-P04300
15834-1178-2-E1,baptism,15834-P01953,1738-07-09,15834-L1,15834-P04300
15834-1178-2-E2,birth,15834-P01953,1738-07-01,,
15834-1178-3-E1,baptism,15834-P01958,1738-07-31,15834-L1,15834-P04300
15834-1178-3-E2,birth,15834-P01958,1738-07-24,,
15834-1178-4-E1,baptism,15834-P01963,1738-10-11,15834-L1,15834-P04300
15834-1178-4-E2,birth,15834-P01963,1738-10-01,,
15834-1179-1-E1,baptism,15834-P01964,1738-10-30,15834-L1,15834-P04300
15834-1179-2-E1,baptism,15834-P01969,1738-12-03,15834-L1,15834-P04300
15834-1179-2-E2,birth,15834-P01969,1738-11-24,,
15834-1179-3-E1,baptism,15834-P01983,1738-12-10/1738-12-10,15834-L1,15834-P04300
15834-1179-3-E2,birth,15834-P01983,1739-01-02/1738-12-02,,
15834-1179-4-E1,baptism,15834-P01988,1738-12-22/1738-12-22,15834-L1,15834-P04300
15834-1179-4-E2,birth,15834-P01988,1738-12-17/1738-12-17,,
15834-1180-1-E1,baptism,15834-P01992,1738-12-03/1738-12-23,15834-L1,15834-P04300
15834-1180-2-E1,baptism,15834-P01996,1738-12-23,15834-L1,15834-P04300
15834-1180-3-E1,baptism,15834-P02000,1738-12-23,15834-L1,15834-P04300
15834-1180-4-E1,baptism,15834-P02005,1738-12-23,15834-L1,15834-P04300
15834-1181-1-E1,baptism,15834-P02006,1738-12-23/1739-01-01,15834-L1,15834-P04300
15834-1181-2-E1,baptism,15834-P02015,1738-12-14,15834-L1,15834-P04300
15834-1181-3-E1,baptism,15834-P02021,1739-01-01,15834-L1,15834-P04300
15834-1181-4-E1,baptism,15834-P02022,1739-01-06,15834-L1,15834-P04300
15834-1181-4-E2,birth,15834-P02022,1738-12-27,,
15834-1182-1-E1,baptism,15834-P02028,1738-12-27,15834-L1,15834-P04300
15834-1182-2-E1,baptism,15834-P02037,1739-01-15,15834-L1,15834-P04300
15834-1182-2-E2,birth,15834-P02037,1739-01-09,,
15834-1182-3-E1,baptism,15834-P02043,1739-02-01,15834-L1,15834-P04300
15834-1182-3-E2,birth,15834-P02043,1739-01-07,,
15834-1183-1-E1,baptism,15834-P02044,1739-02-01/1739-02-23,15834-L1,15834-P04300
15834-1183-2-E1,baptism,15834-P02052,1739-02-23,15834-L1,15834-P04300
15834-1183-2-E2,birth,15834-P02052,1739-02-03/1739-02-23,,
15834-1183-3-E1,baptism,15834-P02057,1739-02-23,15834-L1,15834-P04300
15834-1183-3-E2,birth,15834-P02057,1739-02-17,,
15834-1184-1-E1,baptism,15834-P02062,1739-02-23/1739-03-16,15834-L1,15834-P04300
15834-1184-2-E1,baptism,15834-P02068,1739-03-16,15834-L1,15834-P04300
15834-1184-2-E2,birth,15834-P02068,1739-03-10,,
15834-1184-3-E1,baptism,15834-P02073,1739-03-18,15834-L1,15834-P04300
15834-1184-3-E2,birth,15834-P02073,1739-03-13,,
15834-1185-1-E1,baptism,15834-P02074,1739-03-18/1739-05-29,15834-L1,15834-P04300
15834-1185-2-E1,baptism,15834-P02082,1739-03-18/1739-05-29,15834-L1,15834-P04300
15834-1185-3-E1,baptism,15834-P02087,1739-05-29,15834-L1,15834-P04300
15834-1186-1-E1,baptism,15834-P02091,1739-05-20,15834-L1,15834-P04300
15834-1186-2-E1,baptism,15834-P02095,1739-06-23,15834-L1,15834-P04300
15834-1186-2-E2,birth,15834-P02095,1739-06-13,,
15834-1186-3-E1,baptism,15834-P02099,1739-06-23,15834-L1,15834-P04300
15834-1186-3-E2,birth,15834-P02099,1739-06-04,,
15834-1186-4-E1,baptism,15834-P02107,1739-06-23/1739-10-19,15834-L1,15834-P02106
15834-1187-1-E1,baptism,15834-P02111,1739-06-23/1739-10-19,15834-L1,15834-P04300
15834-1187-2-E1,baptism,15834-P02116,1739-10-19,15834-L1,15834-P04300
15834-1187-2-E2,birth,15834-P02116,1739-10-11,,
15834-1187-3-E1,baptism,15834-P02117,1739-10-19/1739-12-06,15834-L1,15834-P04300
15834-1188-1-E1,baptism,15834-P02129,1739-10-19/1739-12-06,15834-L1,15834-P04300
15834-1188-2-E1,baptism,15834-P02134,1739-12-06,15834-L1,15834-P04300
15834-1188-2-E2,birth,15834-P02134,1739-11-20,,
15834-1188-3-E1,baptism,15834-P02138,1739-12-16,15834-L1,15834-P04300
15834-1188-3-E2,birth,15834-P02138,1739-12-06,,
15834-1189-1-E1,baptism,15834-P02143,1739-12-29/1739-12-29,15834-L1,15834-P04300
15834-1189-1-E2,birth,15834-P02143,1739-12-29/1739-12-29,,
15834-1189-2-E1,baptism,15834-P02147,1740-01-06,15834-L1,15834-P04300
15834-1189-2-E2,birth,15834-P02147,1739-12-24,,
15834-1189-3-E1,baptism,15834-P02151,1740-01-22,15834-L1,15834-P04300
15834-1190-1-E1,baptism,15834-P02157,1740-02-16/1740-01-16,15834-L1,15834-P04300
15834-1190-2-E1,baptism,15834-P02158,1740-01-25,15834-L1,15834-P04300
15834-1190-2-E2,birth,15834-P02158,1740-01-18,,
15834-1190-3-E1,baptism,15834-P02167,1740-02-02,15834-L1,15834-P04300
15834-1191-1-E1,baptism,15834-P02169,1740-02-02/1740-04-12,15834-L1,15834-P04300
15834-1191-2-E1,baptism,15834-P02175,1740-04-12,15834-L1,15834-P04300
15834-1191-2-E2,birth,15834-P02175,1740-04-06,,
15834-1191-3-E1,baptism,15834-P02181,1740-04-27,15834-L1,15834-P04300
15834-1192-1-E1,baptism,15834-P02189,1740-04-28/1740-04-28,15834-L1,15834-P04300
15834-1192-1-E2,birth,15834-P02189,1740-04-27/1740-05-13,,
15834-1192-2-E1,baptism,15834-P02195,1740-04-27/1740-05-13,15834-L1,15834-P04300
15834-1192-3-E1,baptism,15834-P02201,1740-05-13,15834-L1,15834-P04300
15834-1193-1-E1,baptism,15834-P02205,1740-06-07/1739-06-07,15834-L1,15834-P04300
15834-1193-1-E2,birth,15834-P02205,1740-05-13/1740-07-05,,
15834-1193-2-E1,baptism,15834-P02210,1740-07-05,15834-L1,15834-P04300
15834-1193-2-E2,birth,15834-P02210,1740-06-29,,
15834-1193-3-E1,baptism,15834-P02214,1740-07-05/1740-09-27,15834-L1,15834-P04300
15834-1194-1-E1,baptism,15834-P02220,1740-07-05/1740-09-27,15834-L1,15834-P04300
15834-1194-2-E1,baptism,15834-P02226,1740-09-27,15834-L1,15834-P04300
15834-1194-2-E2,birth,15834-P02226,1740-09-16,,
15834-1194-3-E1,baptism,15834-P02229,1740-11-11,15834-L1,15834-P04300
15834-1194-3-E2,birth,15834-P02229,1740-11-06,,
15834-1195-1-E1,baptism,15834-P02231,1740-12-03/1740-12-03,15834-L1,15834-P04300
15834-1195-2-E1,baptism,15834-P02240,1740-12-12,15834-L1,15834-P04300
15834-1195-2-E2,birth,15834-P02240,1740-12-03,,
15834-1195-3-E1,baptism,15834-P02241,1741-01-01,15834-L1,15834-P04300
