id,type,principal,date,location id,cleric
15834-1046-3-E2,birth,15834-P00233,1721-09-10,,
15834-1046-4-E1,baptism,15834-P00238,1721-10-14,15834-L1,15834-P04296
15834-1046-5-E1,baptism,15834-P00245,1721-11-30,15834-L1,15834-P04296
15834-1047-1-E1,baptism,15834-P00246,1722-01-01,15834-L1,15834-P04296
15834-1047-2-E1,baptism,15834-P00253,1722-02-24,15834-L1,15834-P04296
15834-1047-3-E1,baptism,15834-P00256,1722-02-24,15834-L1,15834-P04296
15834-1048-1-E1,baptism,15834-P00258,1722-02-24,15834-L1,15834-P04296
15834-1048-2-E1,baptism,15834-P00265,1722-02-24,15834-L1,15834-P04296
15834-1048-3-E1,baptism,15834-P00269,1722-02-24,15834-L1,15834-P04296
15834-1048-4-E1,baptism,15834-P00270,1722-04-05,15834-L1,15834-P04295
15834-1049-1-E1,baptism,15834-P00280,1722-04-06,15834-L1,15834-P04296
15834-1049-2-E1,baptism,15834-P00284,1722-04-07,15834-L1,15834-P04296
15834-1049-3-E1,baptism,15834-P00288,1722-04-26,15834-L1,15834-P04296
15834-1049-3-E2,birth,15834-P00288,1722-04-19,,
15834-1049-4-E1,baptism,15834-P00292,1722-05-29,15834-L1,15834-P04296
15834-1050-1-E1,baptism,15834-P00297,1722-07-02,15834-L1,15834-P04296
15834-1050-2-E1,baptism,15834-P00298,1722-07-05,15834-L1,15834-P04296
15834-1050-3-E1,baptism,15834-P00305,1722-07-31,15834-L1,15834-P04296
15834-1050-3-E2,birth,15834-P00305,1722-07-26,,
15834-1051-1-E1,baptism,15834-P00306,1722-10-18,15834-L1,15834-P04296
15834-1051-1-E2,birth,15834-P00306,1722-08-05/1722-12-05,,
15834-1051-2-E1,baptism,15834-P00315,1722-12-14,15834-L1,15834-P04298
15834-1051-3-E1,baptism,15834-P00316,1722-12-21,15834-L1,15834-P04298
15834-1052-1-E1,baptism,15834-P00318,1722-12-21/1722-12-28,15834-L1,15834-P04296
15834-1052-2-E1,baptism,15834-P00323,1722-12-28,15834-L1,15834-P04296
15834-1052-3-E1,baptism,15834-P00327,1723-07-04,15834-L1,15834-P04296
15834-1053-1-E1,baptism,15834-P00336,1723-07-04/1723-08-31,15834-L1,15834-P04296
15834-1053-2-E1,baptism,15834-P00340,1723-08-31,15834-L1,15834-P04298
15834-1053-2-E2,birth,15834-P00340,1723-08-27,,
15834-1053-3-E1,baptism,15834-P00341,1723-09-21,15834-L1,15834-P04298
15834-1054-1-E1,baptism,15834-P00345,1723-09-21/1723-11-27,15834-L1,15834-P04298
15834-1054-2-E1,baptism,15834-P00353,1723-11-27,15834-L1,15834-P04298
15834-1054-2-E2,birth,15834-P00353,1723-11-22,,
15834-1054-3-E1,baptism,15834-P00354,1723-12-08,15834-L1,15834-P04298
15834-1054-3-E2,birth,15834-P00354,1723-12-03,,
15834-1055-1-E1,baptism,15834-P00362,1723-12-08/1724-01-02,15834-L1,15834-P04298
15834-1055-1-E2,birth,15834-P00362,1723-12-28/1724-12-28,,
15834-1055-2-E1,baptism,15834-P00363,1724-01-02,15834-L1,15834-P04298
15834-1055-3-E1,baptism,15834-P00366,1724-01-20,15834-L1,15834-P04298
15834-1055-4-E1,baptism,15834-P00378,1724-02-26,15834-L1,15834-P04297
15834-1056-1-E1,baptism,15834-P00379,1724-04-26,15834-L1,15834-P04296
15834-1056-2-E1,baptism,15834-P00384,1724-04-30,15834-L1,15834-P04296
15834-1056-3-E1,baptism,15834-P00392,1724-06-26,15834-L1,15834-P04296
15834-1057-1-E1,baptism,15834-P00393,1724-06-26/1724-09-29,15834-L1,
15834-1057-2-E1,baptism,15834-P00394,1724-09-29,15834-L1,15834-P04300
15834-1057-2-E2,birth,15834-P00394,1724-09-01,,
15834-1057-3-E1,baptism,15834-P00399,1725-02-11,15834-L1,15834-P04298
15834-1057-4-E1,baptism,15834-P00402,1725-04-09,15834-L1,15834-P04300
15834-1058-1-E1,baptism,15834-P00406,1725-04-25/1725-05-25,15834-L1,15834-P04300
15834-1058-1-E2,birth,15834-P00406,1725-03-10,,
15834-1058-2-E1,baptism,15834-P00415,1725-06-20,15834-L1,15834-P04300
15834-1058-3-E1,baptism,15834-P00420,1725-07-21,15834-L1,15834-P04300
15834-1058-3-E2,birth,15834-P00420,1725-07-15,,
15834-1059-1-E1,baptism,15834-P00427,1725-09-28,15834-L1,
15834-1059-2-E1,baptism,15834-P00434,1725-12-16,15834-L1,15834-P04300
15834-1060-1-E1,baptism,15834-P00437,1725-12-29,15834-L1,15834-P04300
15834-1060-2-E1,baptism,15834-P00440,1726-04-07,15834-L1,15834-P04300
15834-1060-3-E1,baptism,15834-P00443,1726-04-07,15834-L1,15834-P04300
15834-1061-1-E1,baptism,15834-P00446,1726-04-07,15834-L1,15834-P04300
15834-1061-2-E1,baptism,15834-P00447,1726-04-07,15834-L1,15834-P04300
15834-1061-3-E1,baptism,15834-P00455,1726-04-07,15834-L1,15834-P04300
15834-1062-1-E1,baptism,15834-P00456,1726-04-07/1726-04-14,15834-L1,15834-P04300
15834-1062-1-E2,birth,15834-P00456,1726-04-07/1726-04-14,,
15834-1062-2-E1,baptism,15834-P00463,1726-04-14,15834-L1,15834-P04300
15834-1063-1-E1,baptism,15834-P00466,1726-04-14,15834-L1,15834-P04300
15834-1063-2-E1,baptism,15834-P00468,1726-04-14,15834-L1,15834-P04300
15834-1064-1-E1,baptism,15834-P00471,1726-05-07/1726-04-07,15834-L1,15834-P04300
15834-1064-2-E1,baptism,15834-P00473,1726-04-20,15834-L1,15834-P04300
15834-1064-3-E1,baptism,15834-P00475,1726-04-20,15834-L1,15834-P04300
15834-1065-1-E1,baptism,15834-P00479,1726-04-28,15834-L1,15834-P04300
15834-1065-2-E1,baptism,15834-P00480,1726-05-05,15834-L1,15834-P04300
15834-1065-2-E2,birth,15834-P00480,1726-04-28,,
15834-1065-3-E1,baptism,15834-P00486,1726-05-05,15834-L1,15834-P04300
15834-1066-1-E1,baptism,15834-P00490,1726-05-05,15834-L1,15834-P00489
15834-1066-2-E1,baptism,15834-P00492,1726-05-05,15834-L1,15834-P04300
15834-1066-3-E1,baptism,15834-P00494,1726-05-05,15834-L1,15834-P04300
15834-1066-4-E1,baptism,15834-P00497,1726-05-16,15834-L1,15834-P04300
15834-1067-1-E1,baptism,15834-P00503,1726-05-16,15834-L1,15834-P04300
15834-1067-1-E2,birth,15834-P00503,1726-04-20,,
15834-1067-2-E1,baptism,15834-P00504,1726-06-09,15834-L1,15834-P04300
15834-1067-3-E1,baptism,15834-P00507,1726-06-09,15834-L1,15834-P04300
15834-1068-1-E1,baptism,15834-P00508,1726-06-10,15834-L1,15834-P04300
15834-1068-1-E2,birth,15834-P00508,1726-07-02/1726-08-02,,
15834-1068-2-E1,baptism,15834-P00518,1726-08-16,15834-L1,15834-P04298
15834-1068-3-E1,baptism,15834-P00523,1726-08-21,15834-L1,15834-P04298
15834-1068-3-E2,birth,15834-P00523,1726-08-16,,
15834-1069-1-E1,baptism,15834-P00524,1726-08-31,15834-L1,15834-P04300
15834-1069-1-E2,birth,15834-P00524,1726-08-25/1726-08-25,,
15834-1069-2-E1,baptism,15834-P00533,1726-09-22,15834-L1,15834-P04300
15834-1069-2-E2,birth,15834-P00533,1726-09-14,,
15834-1070-1-E1,baptism,15834-P00537,1726-10-30,15834-L1,15834-P04300
15834-1070-1-E2,birth,15834-P00537,1726-09-24/1726-11-24,,
15834-1070-2-E1,baptism,15834-P00541,1726-12-22,15834-L1,15834-P04298
15834-1070-2-E2,birth,15834-P00541,1726-12-16,,
15834-1070-3-E1,baptism,15834-P00546,1727-01-05,15834-L1,15834-P04300
15834-1070-3-E2,birth,15834-P00546,1726-12-21,,
15834-1071-1-E1,baptism,15834-P00547,1727-01-06,15834-L1,15834-P04297
15834-1071-1-E2,birth,15834-P00547,1726-12-15/1727-01-06,,
15834-1071-2-E1,baptism,15834-P00551,1727-01-06,15834-L1,15834-P04297
15834-1071-3-E1,baptism,15834-P00555,1727-01-06,15834-L1,15834-P04297
15834-1072-1-E1,baptism,15834-P00559,1727-02-24,15834-L1,15834-P04297
15834-1072-2-E1,baptism,15834-P00563,1727-03-08,15834-L1,15834-P04300
15834-1072-2-E2,birth,15834-P00563,1727-02-24,,
15834-1072-3-E1,baptism,15834-P00570,1727-03-08/1727-04-13,15834-L1,15834-P04300
15834-1073-1-E1,baptism,15834-P00572,1727-04-13,15834-L1,15834-P04300
15834-1073-2-E1,baptism,15834-P00574,1727-04-13,15834-L1,15834-P04300
15834-1074-1-E1,baptism,15834-P00578,1727-05-03,15834-L1,15834-P04300
15834-1074-1-E2,birth,15834-P00578,1727-04-13,,
15834-1074-2-E1,baptism,15834-P00582,1727-05-25,15834-L1,15834-P04298
15834-1074-3-E1,baptism,15834-P00586,1727-07-16,15834-L1,15834-P04300
15834-1075-1-E1,baptism,15834-P00591,1727-08-28,15834-L1,15834-P04300
15834-1075-1-E2,birth,15834-P00591,1727-07-19/1727-11-19,,
15834-1075-2-E1,baptism,15834-P00592,1727-09-23,15834-L1,15834-P04298
15834-1075-3-E1,baptism,15834-P00597,1727-12-05,15834-L1,15834-P04300
15834-1075-3-E2,birth,15834-P00597,1727-12-01,,
15834-1076-1-E1,baptism,15834-P00607,1727-12-07,15834-L1,15834-P04300
15834-1076-2-E1,baptism,15834-P00609,1727-12-21,15834-L1,15834-P04300
15834-1076-3-E1,baptism,15834-P00610,1728-03-02,15834-L1,15834-P00615
15834-1076-3-E2,birth,15834-P00610,1728-02-11/1728-03-02,,
15834-1077-1-E1,baptism,15834-P00616,1728-03-28/1728-03-28,15834-L1,15834-P04298
15834-1077-1-E2,birth,15834-P00616,1728-02-24,,
15834-1077-2-E1,baptism,15834-P00622,1728-04-02,15834-L1,15834-P04300
15834-1077-2-E2,birth,15834-P00622,1728-03-26,,
15834-1077-3-E1,baptism,15834-P00630,1728-04-27,15834-L1,15834-P04300
15834-1077-3-E2,birth,15834-P00630,1728-04-20,,
15834-1078-1-E1,baptism,15834-P00631,1728-05-16,15834-L1,15834-P04300
15834-1078-1-E2,birth,15834-P00631,1728-05-08/1728-05-08,,
15834-1078-2-E1,baptism,15834-P00636,1728-05-22,15834-L1,15834-P04300
15834-1078-2-E2,birth,15834-P00636,1728-05-17,,
15834-1078-3-E1,baptism,15834-P00645,1728-09-12,15834-L1,15834-P04300
15834-1079-1-E1,baptism,15834-P00650,1728-09-12/1729-01-23,15834-L1,15834-P04297
15834-1079-1-E2,birth,15834-P00650,1728-10-06/1729-01-06,,
15834-1079-2-E1,baptism,15834-P00655,1729-01-23,15834-L1,15834-P04300
15834-1079-2-E2,birth,15834-P00655,1729-01-17,,
15834-1079-3-E1,baptism,15834-P00659,1729-02-06,15834-L1,15834-P04300
15834-1079-3-E2,birth,15834-P00659,1729-01-28,,
15834-1080-1-E1,baptism,15834-P00660,1729-02-06/1729-03-05,15834-L1,15834-P04300
15834-1080-2-E1,baptism,15834-P00666,1729-03-05,15834-L1,15834-P04300
15834-1080-2-E2,birth,15834-P00666,1729-02-11,,
15834-1080-3-E1,baptism,15834-P00672,1729-05-08,15834-L1,15834-P04300
15834-1081-1-E1,baptism,15834-P00674,1729-05-08/1729-05-24,15834-L1,15834-P04298
15834-1081-2-E1,baptism,15834-P00677,1729-05-24,15834-L1,15834-P04300
15834-1081-3-E1,baptism,15834-P00679,1729-06-06,15834-L1,15834-P04298
15834-1082-1-E1,baptism,15834-P00684,1729-06-06/1729-06-24,15834-L1,15834-P04298
15834-1082-2-E1,baptism,15834-P00691,1729-06-24,15834-L1,15834-P04298
15834-1083-1-E1,baptism,15834-P00696,1729-07-04/1729-08-04,15834-L1,15834-P04298
15834-1083-2-E1,baptism,15834-P00697,1729-07-13/1729-08-13,15834-L1,15834-P00705
15834-1083-2-E2,birth,15834-P00697,1729-07-07/1729-08-07,,
15834-1083-3-E1,baptism,15834-P00711,1729-06-31/1729-07-31,15834-L1,15834-P00712
15834-1084-1-E1,baptism,15834-P00716,1729-06-24/1729-08-28,15834-L1,15834-P00715
15834-1084-2-E1,baptism,15834-P00719,1729-08-28,15834-L1,15834-P00718
15834-1084-3-E1,baptism,15834-P00720,1729-09-08,15834-L1,15834-P04300
15834-1085-1-E1,baptism,15834-P00730,1729-09-25,15834-L1,15834-P00729
15834-1085-1-E2,birth,15834-P00730,1729-09-15,,
15834-1085-2-E1,baptism,15834-P00731,1729-10-31,15834-L1,15834-P00737
15834-1085-3-E1,baptism,15834-P00745,1729-10-31/1729-11-29,15834-L1,15834-P00744
15834-1085-3-E2,birth,15834-P00745,1729-10-31/1729-11-29,,
15834-1086-1-E1,baptism,15834-P00749,1729-11-29,15834-L1,15834-P04297
15834-1086-2-E1,baptism,15834-P00755,1729-11-29/1729-12-29,15834-L1,15834-P04297
15834-1086-2-E2,birth,15834-P00755,1729-12-20/1729-12-20,,
15834-1086-3-E1,baptism,15834-P00760,1729-11-29/1729-12-29,15834-L1,15834-P04297
15834-1087-1-E1,baptism,15834-P00761,1729-11-29/1730-01-06,15834-L1,
15834-1087-2-E1,baptism,15834-P00762,1729-11-29/1729-12-31,15834-L1,15834-P04300
15834-1087-2-E2,birth,15834-P00762,1729-12-20/1729-12-20,,
15834-1087-3-E1,baptism,15834-P00768,1729-12-20/1730-12-20,15834-L1,15834-P04300
15834-1088-1-E1,baptism,15834-P00770,1729-11-29/1730-01-06,15834-L1,
15834-1088-2-E1,baptism,15834-P00771,1729-11-29/1730-01-06,15834-L1,15834-P04298
15834-1088-3-E1,baptism,15834-P00776,1730-01-06,15834-L1,15834-P00777
15834-1088-3-E2,birth,15834-P00776,1729-12-28,,
15834-1089-1-E1,baptism,15834-P00781,1730-01-18,15834-L1,15834-P04298
15834-1089-2-E1,baptism,15834-P00785,1730-03-01,15834-L1,15834-P04297
15834-1089-3-E1,baptism,15834-P00786,1730-03-04,15834-L1,15834-P00793
15834-1089-4-E1,baptism,15834-P00794,1730-03-20,15834-L1,15834-P04297
15834-1090-1-E1,baptism,15834-P00800,1730-04-01/1730-04-23,15834-L1,15834-P00801
15834-1090-2-E1,baptism,15834-P00802,1730-04-23,15834-L1,15834-P04300
15834-1090-3-E1,baptism,15834-P00806,1730-05-15,15834-L1,15834-P04300
15834-1091-1-E1,baptism,15834-P00809,1730-05-17/1730-06-17,15834-L1,15834-P04300
15834-1091-2-E1,baptism,15834-P00815,1730-07-02,15834-L1,15834-P04300
15834-1091-2-E2,birth,15834-P00815,1730-06-24,,
15834-1091-3-E1,baptism,15834-P00824,1730-07-16,15834-L1,15834-P00823
15834-1092-1-E1,baptism,15834-P00825,1730-07-16,15834-L1,15834-P00830
15834-1092-2-E1,baptism,15834-P00835,1730-07-16,15834-L1,15834-P00834
15834-1092-3-E1,baptism,15834-P00842,1730-07-23,15834-L1,15834-P00841
15834-1093-1-E1,baptism,15834-P00848,1730-07-23,15834-L1,15834-P00847
15834-1093-2-E1,baptism,15834-P00854,1730-07-23,15834-L1,15834-P00853
15834-1093-3-E1,baptism,15834-P00859,1730-07-23,15834-L1,15834-P00858
15834-1094-1-E1,baptism,15834-P00863,1730-10-01/1730-11-01,15834-L1,15834-P00862
15834-1094-1-E2,birth,15834-P00863,1730-07-30/1730-11-30,,
15834-1094-2-E1,baptism,15834-P00864,1730-08-04/1730-12-04,15834-L1,15834-P00872
15834-1094-3-E1,baptism,15834-P00873,1730-12-25,15834-L1,15834-P04300
15834-1095-1-E1,baptism,15834-P00876,1730-12-25,15834-L1,15834-P04300
15834-1095-2-E1,baptism,15834-P00878,1730-12-25,15834-L1,15834-P04300
15834-1095-3-E1,baptism,15834-P00881,1730-12-26,15834-L1,15834-P04300
15834-1096-1-E1,baptism,15834-P00883,1730-12-26/1730-12-27,15834-L1,15834-P04300
15834-1096-2-E1,baptism,15834-P00885,1730-12-27,15834-L1,15834-P04300
15834-1096-3-E1,baptism,15834-P00887,1730-12-27,15834-L1,15834-P04300
15834-1096-4-E1,baptism,15834-P00889,1730-12-31,15834-L1,15834-P04300
15834-1097-1-E1,baptism,15834-P00892,1730-12-31,15834-L1,15834-P04300
15834-1097-2-E1,baptism,15834-P00894,1730-12-31,15834-L1,15834-P04300
15834-1097-3-E1,baptism,15834-P00896,1730-12-31,15834-L1,15834-P04300
15834-1097-4-E1,baptism,15834-P00899,1730-12-31,15834-L1,15834-P04300
15834-1097-5-E1,baptism,15834-P00902,1730-12-31,15834-L1,15834-P04300
15834-1098-1-E1,baptism,15834-P00905,1730-12-31,15834-L1,15834-P04300
15834-1098-2-E1,baptism,15834-P00907,1730-12-31,15834-L1,15834-P04300
15834-1098-3-E1,baptism,15834-P00908,1730-12-31,15834-L1,15834-P04300
15834-1098-4-E1,baptism,15834-P00915,1730-12-31/1731-02-10,15834-L1,15834-P04300
15834-1099-1-E1,baptism,15834-P00921,1730-12-31/1731-02-10,15834-L1,15834-P04300
15834-1099-1-E2,birth,15834-P00921,1731-01-14/1730-01-14,,
15834-1099-2-E1,baptism,15834-P00925,1730-02-02/1731-02-02,15834-L1,15834-P04300
15834-1099-2-E2,birth,15834-P00925,1730-12-31/1731-02-10,,
15834-1099-3-E1,baptism,15834-P00930,1731-02-10,15834-L1,15834-P04300
15834-1100-1-E1,baptism,15834-P00935,1731-02-10/1731-02-24,15834-L1,15834-P00934
15834-1100-2-E1,baptism,15834-P00941,1731-02-24,15834-L1,15834-P00940
15834-1100-3-E1,baptism,15834-P00944,1731-03-04,15834-L1,15834-P04300
15834-1100-4-E1,baptism,15834-P00947,1731-03-04,15834-L1,15834-P04300
15834-1101-1-E1,baptism,15834-P00952,1731-03-05,15834-L1,15834-P04300
15834-1101-1-E2,birth,15834-P00952,1731-02-24,,
15834-1101-2-E1,baptism,15834-P00953,1731-03-11,15834-L1,15834-P04300
15834-1101-3-E1,baptism,15834-P00959,1731-03-18,15834-L1,15834-P04300
15834-1101-4-E1,baptism,15834-P00962,1731-03-18,15834-L1,15834-P04300
15834-1102-1-E1,baptism,15834-P00965,1731-05-06,15834-L1,15834-P00964
15834-1102-2-E1,baptism,15834-P00966,1731-05-06,15834-L1,15834-P00971
15834-1102-3-E1,baptism,15834-P00976,1731-05-12,15834-L1,15834-P00975
15834-1103-1-E1,baptism,15834-P00977,1731-06-30,15834-L1,15834-P04300
15834-1103-1-E2,birth,15834-P00977,1731-05-21/1731-06-21,,
15834-1103-2-E1,baptism,15834-P00982,1731-07-07,15834-L1,15834-P04300
15834-1103-2-E2,birth,15834-P00982,1731-06-29,,
15834-1104-1-E1,baptism,15834-P00987,1731-07-07/1731-07-25,15834-L1,15834-P04300
15834-1104-2-E1,baptism,15834-P00992,1731-07-25,15834-L1,15834-P04300
15834-1104-3-E1,baptism,15834-P00996,1731-08-15,15834-L1,15834-P04300
15834-1104-3-E2,birth,15834-P00996,1731-08-11,,
15834-1105-1-E1,baptism,15834-P01001,1731-08-15/1731-10-22,15834-L1,15834-P04300
15834-1105-1-E2,birth,15834-P01001,1731-09-06/1731-10-06,,
15834-1105-2-E1,baptism,15834-P01006,1731-10-17,15834-L1,15834-P04300
15834-1105-2-E2,birth,15834-P01006,1731-09-13/1731-10-13,,
15834-1105-3-E1,baptism,15834-P01007,1731-10-22,15834-L1,15834-P04300
15834-1105-3-E2,birth,15834-P01007,1731-10-02/1731-10-22,,
15834-1106-1-E1,baptism,15834-P01015,1731-10-26,15834-L1,15834-P04300
15834-1106-1-E2,birth,15834-P01015,1731-10-20,,
15834-1106-2-E1,baptism,15834-P01016,1731-10-26/1731-12-31,15834-L1,15834-P01029
15834-1107-1-E1,baptism,15834-P01032,1731-10-26/1731-12-31,15834-L1,15834-P04298
15834-1107-1-E2,birth,15834-P01032,1731-10-26/1731-12-31,,
15834-1107-2-E1,baptism,15834-P01033,1731-12-31,15834-L1,15834-P04298
15834-1107-3-E1,baptism,15834-P01041,1731-01-13/1732-01-13,15834-L1,15834-P04298
15834-1107-4-E1,baptism,15834-P01044,1732-01-02,15834-L1,15834-P04297
15834-1108-1-E1,baptism,15834-P01048,1732-01-02,15834-L1,15834-P04297
15834-1108-2-E1,baptism,15834-P01049,1732-01-20,15834-L1,15834-P04300
15834-1108-3-E1,baptism,15834-P01058,1732-01-21,15834-L1,15834-P01057
15834-1109-1-E1,baptism,15834-P01063,1732-02-20/1731-05-20,15834-L1,15834-P01062
15834-1109-1-E2,birth,15834-P01063,1732-02-01/1732-06-01,,
15834-1109-2-E1,baptism,15834-P01064,1732-05-18,15834-L1,15834-P01068
15834-1109-3-E1,baptism,15834-P01069,1732-01-21/1732-05-21,15834-L1,
15834-1110-1-E1,baptism,15834-P01072,1732-01-21/1732-06-15,15834-L1,
15834-1110-2-E1,baptism,15834-P01073,1732-02-04/1732-06-04,15834-L1,15834-P01080
15834-1110-3-E1,baptism,15834-P01081,1732-06-15,15834-L1,15834-P01084
15834-1111-1-E1,baptism,15834-P01085,1732-06-15/1732-06-24,15834-L1,
15834-1111-2-E1,baptism,15834-P01086,1732-06-20/1732-06-20,15834-L1,15834-P01091
15834-1112-1-E1,baptism,15834-P01092,1732-06-15/1732-06-24,15834-L1,
15834-1112-2-E1,baptism,15834-P01093,1732-06-15/1732-06-24,15834-L1,15834-P01097
15834-1112-3-E1,baptism,15834-P01101,1732-06-24,15834-L1,15834-P01098
15834-1113-1-E1,baptism,15834-P01102,1732-06-24/1732-08-10,15834-L1,
15834-1113-2-E1,baptism,15834-P01103,1732-06-24/1732-08-10,15834-L1,15834-P01105
15834-1113-3-E1,baptism,15834-P01106,1732-06-24/1732-08-10,15834-L1,15834-P04300
15834-1114-1-E1,baptism,15834-P01111,1732-06-24/1732-08-10,15834-L1,15834-P04300
15834-1114-2-E1,baptism,15834-P01116,1732-08-10,15834-L1,15834-P04300
15834-1115-1-E1,baptism,15834-P01119,1732-08-10,15834-L1,15834-P04300
15834-1115-2-E1,baptism,15834-P01121,1732-08-10,15834-L1,15834-P04300
15834-1116-1-E1,baptism,15834-P01123,1732-09-01/1732-10-01,15834-L1,15834-P04298
15834-1116-2-E1,baptism,15834-P01136,1732-09-26,15834-L1,15834-P01135
