type,country,state,city,institution,id,title
"baptism","Cuba","Cienfuegos","Cienfuegos","Catedral de Nuestra Señora de la Purisima Concepción","166470","Libro 3 de Bautismos de Pardos y Morenos, 1839 - 1843"
