type,country,state,city,institution,id,title
"baptism","Cuba","Matanzas","Matanzas","Catedral de San Carlos Borromeo","15834","Libro 1 de Bautismos de Pardos y Morenos, 1719 - 1752, Parroquia de San Carlos de Matanzas"
