cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,9921.267458216831,57.6147816349384,63.0901287553648,60.22827041264267
2.0,5771.945711341532,68.34118262689691,80.07357449417535,73.74364765669114
3.0,4836.816000237106,69.92753623188406,82.83261802575107,75.83497053045187
4.0,4310.7328845524935,70.2105803800719,83.81361128142244,76.41140301844605
5.0,3975.4430751903624,70.98099640472522,84.73329245861436,77.24986025712688
6.0,3672.791545335639,70.84398976982096,84.91722869405272,77.24484104852203
7.0,3507.9733132179026,71.38461538461539,85.34641324340895,77.74364702597039
8.0,3363.3838339875183,71.4139344262295,85.46903740036788,77.81188947809099
9.0,3276.673031956573,71.17858980957283,84.7946045370938,77.3922775601567
10.0,3155.9288640030486,72.06878582595103,84.7946045370938,77.91549295774648
11.0,3058.613674307425,71.45822522055008,84.42673206621704,77.40303541315345
12.0,2966.1963617509964,71.51734852408079,84.67198038013488,77.54070746771475
13.0,2906.683288197425,71.16182572614107,84.12017167381974,77.10030907558303
14.0,2840.2526643353403,70.83764219234746,83.99754751686082,76.85834502103786
15.0,2785.1675716928703,71.76165803108809,84.91722869405272,77.78713844425724
